0.000000000000000000e+00,0.000000000000000000e+00,-4.409500852561507145e+00
1.000000000000000000e+00,-1.128573138712454238e-01,-3.644195119860171417e+00
2.000000000000000000e+00,-4.402952522259511170e-01,-1.125802966097381841e+00
3.000000000000000000e+00,-5.345501088577293558e-01,7.249817291296011490e+00
4.000000000000000000e+00,-1.362087867704758537e+00,5.177112365273956129e+00
5.000000000000000000e+00,-8.174563179172764649e-01,-6.675029416680075656e+00
6.000000000000000000e+00,-1.082157234431178949e+00,-7.588731689424378146e+00
7.000000000000000000e+00,-2.000608363051469496e+00,-3.463306845814656754e+00
8.000000000000000000e+00,-2.597949953084025765e+00,4.111401673729204731e+00
9.000000000000000000e+00,-2.102132169468859502e+00,-6.892617926416164664e-01
1.000000000000000000e+01,-2.221197618772748683e+00,-3.409787971777916482e+00
1.100000000000000000e+01,-2.373291868744672684e+00,-1.220942520753385452e+01
1.200000000000000000e+01,-1.877913918510785152e+00,-2.365762768787561754e+00
1.300000000000000000e+01,-1.298454019270138815e+00,-8.598322749959436351e+00
1.400000000000000000e+01,-1.188734707836374582e+00,9.219289839769004402e+00
1.500000000000000000e+01,-4.938821693076533847e-01,8.395425318439322382e-01
1.600000000000000000e+01,3.945911505561525701e-01,-1.733480328593145714e+00
1.700000000000000000e+01,4.224095331073840498e-01,-2.133626321458564234e+00
1.800000000000000000e+01,1.861795435052044922e-01,7.090909315975380878e+00
1.900000000000000000e+01,2.205657871572839213e-01,3.405693025624742631e+00
2.000000000000000000e+01,-1.675675435362791177e-01,-2.566805617822694785e+00
2.100000000000000000e+01,3.060876284735059016e-01,-2.170857740673994840e+00
2.200000000000000000e+01,3.120829170011347742e-01,5.457179507052757117e+00
2.300000000000000000e+01,1.614715695268387208e-02,-8.760035805966680300e+00
2.400000000000000000e+01,4.716387822090837290e-01,3.771787286308011744e+00
2.500000000000000000e+01,4.820538411440793425e-01,5.674680215617456724e+00
2.600000000000000000e+01,9.057727537447135546e-01,5.792524764614199739e-01
2.700000000000000000e+01,2.235934016161991167e-01,-8.071420527043272841e+00
2.800000000000000000e+01,4.262716932998955599e-01,4.642175827790794074e+00
2.900000000000000000e+01,9.492062017025091336e-01,7.487121317963470801e+00
3.000000000000000000e+01,6.645260488749045180e-01,-1.073508359381472133e+01
3.100000000000000000e+01,5.648573684684379259e-01,2.759846031551887791e+00
3.200000000000000000e+01,6.964241839932583389e-01,-2.089479386513772852e+00
3.300000000000000000e+01,8.554087791399069829e-01,5.044800876771802223e+00
3.400000000000000000e+01,9.959667452449139091e-01,-4.565413423370898727e-01
3.500000000000000000e+01,1.018693821560191282e+00,-1.187458793019118275e-01
3.600000000000000000e+01,1.085585924483893905e+00,-8.290610857749385332e+00
3.700000000000000000e+01,6.505714225822885055e-01,3.878114451366684534e+00
3.800000000000000000e+01,6.779428503878079937e-01,-7.009579718642555690e-01
3.900000000000000000e+01,2.352744145537144504e-02,5.574593575121582489e-01
4.000000000000000000e+01,2.899643180571729317e-01,-2.454201510525763297e+00
4.100000000000000000e+01,2.237717569487358560e-01,4.587141757208826220e+00
4.200000000000000000e+01,-6.319727765003335662e-03,1.861457271094309363e+00
